Rotation aim,360,messured Angle,363.3427480916031
5945,17.435114503816795
1702416377.3096333,38.33587786259542
1702416377.3606358,57.74045801526717
1702416377.411587,75.22900763358778
1702416377.4625275,79.16793893129771
1702416377.51355,83.41221374045801
1702416377.5645165,93.3206106870229
1702416377.6154618,101.57251908396947
1702416377.6664145,107.22137404580153
1702416377.7173562,121.06870229007633
1702416377.7682915,123.93893129770993
1702416377.8192172,134.15267175572518
1702416377.8701584,135.45038167938932
1702416377.9210877,139.21374045801528
1702416377.9720135,145.24427480916032
1702416378.0229404,146.0381679389313
1702416378.0738778,146.38167938931298
1702416378.1248062,148.10687022900763
1702416378.1757312,145.50381679389312
1702416378.2266557,144.14503816793894
1702416378.2775931,146.33587786259542
1702416378.3285246,144.12213740458014
1702416378.379468,148.5648854961832
1702416378.4304137,152.61832061068702
1702416378.4813516,157.46564885496184
1702416378.532282,161.61832061068702
1702416378.5832136,167.12213740458014
1702416378.6341414,170.21374045801528
1702416378.6850674,170.10687022900763
1702416378.7359972,173.42748091603053
1702416378.7869232,168.73282442748092
1702416378.8378525,168.76335877862596
1702416378.8887806,169.54961832061068
1702416378.9397082,166.67175572519085
1702416378.9906094,167.06870229007635
1702416379.0415344,163.70229007633588
1702416379.092465,167.12213740458014
1702416379.1433928,168.63358778625954
1702416379.1943202,169.13740458015266
1702416379.2452195,168.85496183206106
1702416379.296148,164.23664122137404
1702416379.3470683,163.206106870229
1702416379.397998,161.21374045801528
1702416379.4489515,158.83969465648855
1702416379.499883,157.67175572519085
1702416379.5508444,163.19847328244273
1702416379.601777,163.23664122137404
1702416379.6527205,164.6030534351145
1702416379.7036474,169.05343511450383
1702416379.7545736,175.08396946564886
1702416379.805503,175.17557251908397
